"plotcode","stem_id","diam","pom","height","family","genus","species","year","gen_sp","group","height_method"
"ABG-004","ABG-004_54",6,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_54",12,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_54",15.1,130,8.4,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","stick"
"ABG-001","ABG-001_55",29.5,130,18.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_55",6.5,130,5,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_55",16.2,130,7.1,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_55",17.8,130,9,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_56",7.7,130,4,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","stick"
"ABG-004","ABG-004_56",8.5,130,7.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_56",16.2,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_56",16,130,8.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_57",6.4,130,4,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_57",7.2,130,7,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_57",6.7,80,3.8,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_57",14.2,130,12.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_58",9.4,130,6.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-004","ABG-004_58",5.3,130,4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_58",42.5,130,13.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_58",15.4,130,13,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_59",8,140,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-004","ABG-004_59",7,130,6.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_59",43.7,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_59",5.4,130,NA,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_60",7.9,130,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-004","ABG-004_60",6,130,4,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-002","ABG-002_60",8.5,130,1.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_60",15.2,130,4.2,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_61",7.5,130,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-004","ABG-004_61",9.8,130,8.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_61",7.5,130,1.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_61",13.3,130,8.2,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_62",42.5,130,15.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-004","ABG-004_62",5.5,130,5,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_62",9,130,3,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_62",17.5,130,8.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-001","ABG-001_63",5.6,130,3,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_63",7.9,130,4.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_63",8.9,130,1.7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_63",17.8,130,9.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_64",13.5,130,8.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_64",11.9,130,8.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-002","ABG-002_64",5.2,130,2.8,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_64",8.8,130,7.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_65",11.8,130,8.4,"Sapindaceae","Zanha","africana",2017,"Zanha africana","bicuar","laser"
"ABG-004","ABG-004_65",11.7,130,8.4,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-002","ABG-002_65",8.1,130,4.2,"Combretaceae","Combretum","hereroense",2017,"Combretum hereroense","bicuar","laser"
"ABG-003","ABG-003_65",6.8,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_66",9.4,130,6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_66",9.5,130,5.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_66",6.8,140,4.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_66",8.8,130,6.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_67",9.5,130,6.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-004","ABG-004_67",9.5,130,5.8,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_67",18,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-003","ABG-003_67",13.2,130,8.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_68",12.2,120,7,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_68",10.4,130,7.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_68",31.5,130,11,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_68",6.6,130,4.4,"Combretaceae","Combretum","psidioides",2017,"Combretum psidioides","bicuar","laser"
"ABG-001","ABG-001_69",7.5,130,4.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_69",9.4,130,6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_69",7.3,130,2,"Combretaceae","Combretum","hereroense",2017,"Combretum hereroense","bicuar","laser"
"ABG-003","ABG-003_69",28,130,8.4,"Combretaceae","Terminalia","sericea",2017,"Terminalia sericea","bicuar","laser"
"ABG-001","ABG-001_70",9.2,130,2.9,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_70",6.6,130,6.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_70",8.2,130,4.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_70",19,130,10.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_71",12,130,5.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_71",5.5,130,3.8,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_71",35.4,130,12,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_71",12.9,130,7.9,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_72",6,130,4.9,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-002","ABG-002_72",7.9,80,6.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-003","ABG-003_72",8,130,5.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_73",9,130,6.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_73",14.7,130,8.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_73",5.5,130,3.4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_73",12.9,130,6.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_74",8.3,130,4,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","laser"
"ABG-004","ABG-004_74",14.4,130,8.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_74",13.1,130,8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_74",9.1,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_75",8.6,130,4,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-004","ABG-004_75",10.8,150,8.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_75",11,130,8,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_75",5.6,130,3,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-001","ABG-001_76",36.2,130,12.5,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_76",5,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_76",5,130,2.3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_76",14,130,9.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_77",5.5,130,2.8,"Fabaceae","Erythrophleum","africanum",2017,"Erythrophleum africanum","bicuar","laser"
"ABG-004","ABG-004_77",7.4,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_77",5.1,130,2.1,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_77",7.5,130,8.9,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_78",28.8,130,10,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_78",18.5,130,11.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_78",5.5,130,2.5,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_78",15,130,10.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_79",33.5,120,10,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_79",8.3,130,6.4,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-002","ABG-002_79",7.8,130,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_79",12.9,130,9.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_80",24.8,130,10,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_80",7.5,130,7,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_80",5,130,3.6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_80",16.3,130,8.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_81",32.9,120,10,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-004","ABG-004_81",6.9,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_81",38,130,14,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_81",6.9,130,4.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_82",7.3,130,5.8,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_82",7.6,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-002","ABG-002_82",10,130,4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_82",14.2,130,7.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_83",8.3,130,6.2,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-004","ABG-004_83",7.2,130,4.2,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","stick"
"ABG-002","ABG-002_83",12.9,130,3,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-003","ABG-003_83",13.6,130,5.8,"Fabaceae","Pericopsis","angolensis",2017,"Pericopsis angolensis","bicuar","laser"
"ABG-001","ABG-001_84",7.7,130,4.8,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","stick"
"ABG-004","ABG-004_84",9.4,130,9.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_84",7.5,130,3,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_84",19.5,130,8.6,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-001","ABG-001_85",5.7,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_85",7.2,130,7,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_85",46.3,130,17,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_85",15.8,130,7.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_86",5.3,130,4.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-004","ABG-004_86",5.9,130,14,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_86",5.6,130,2.1,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_86",10.5,130,7,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_87",6.3,130,NA,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_87",9,130,14,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_87",5.2,140,2.2,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_87",7.8,130,5.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_88",10.5,130,5.2,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-004","ABG-004_88",5.5,130,13.6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-002","ABG-002_88",6.1,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","stick"
"ABG-003","ABG-003_88",18.6,130,14,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_89",6,130,2.4,"Phyllanthaceae","Hymenocardia","acida",2017,"Hymenocardia acida","bicuar","stick"
"ABG-004","ABG-004_89",5.9,130,8.6,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-002","ABG-002_89",6.5,130,2.4,"Fabaceae","Lonchocarpus","philenoptera",2017,"Lonchocarpus philenoptera","bicuar","laser"
"ABG-003","ABG-003_89",8.8,130,6.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_90",5.8,130,2.4,"Phyllanthaceae","Hymenocardia","acida",2017,"Hymenocardia acida","bicuar","laser"
"ABG-004","ABG-004_90",10.9,130,11.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_90",25.5,130,13,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_90",19.3,130,10.8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_91",20,130,NA,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-004","ABG-004_91",8.2,130,11.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_91",31.8,130,13.3,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","laser"
"ABG-003","ABG-003_91",9.2,130,6.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","stick"
"ABG-001","ABG-001_92",5.9,130,4.6,"Loganiaceae","Strychnos","spinosa",2017,"Strychnos spinosa","bicuar","laser"
"ABG-004","ABG-004_92",7.1,130,8.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-002","ABG-002_92",8.2,130,6,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_92",10.6,130,8,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_93",39.3,130,15.6,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_93",6.3,130,4.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_93",5.1,130,3.6,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-003","ABG-003_93",6.3,130,3.2,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_94",12.1,130,15.6,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_94",6.7,130,4.6,"Fabaceae","Baphia","bequaertii",2017,"Baphia bequaertii","bicuar","laser"
"ABG-002","ABG-002_94",5.2,130,3.5,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_94",7.8,130,6.4,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_95",8,130,15.6,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_95",16.7,130,14.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","stick"
"ABG-002","ABG-002_95",32,130,9.4,"Fabaceae","Burkea","africana",2017,"Burkea africana","bicuar","stick"
"ABG-003","ABG-003_95",12.5,130,11.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
"ABG-001","ABG-001_96",20.3,130,15.6,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","laser"
"ABG-004","ABG-004_96",12.7,130,14.2,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_96",7.9,130,4,"Combretaceae","Combretum","collinum",2017,"Combretum collinum","bicuar","laser"
"ABG-003","ABG-003_96",8,130,5.8,"Combretaceae","Terminalia","brachystemma",2017,"Terminalia brachystemma","bicuar","laser"
"ABG-001","ABG-001_97",10.4,130,6.6,"Fabaceae","Bobgunnia","madagascariensis",2017,"Bobgunnia madagascariensis","bicuar","stick"
"ABG-004","ABG-004_97",37.7,130,13.8,"Fabaceae","Brachystegia","glaucescens",2017,"Brachystegia glaucescens","bicuar","laser"
"ABG-002","ABG-002_97",9.5,130,3,"Apocynaceae","Diplorhynchus","condylocarpon",2017,"Diplorhynchus condylocarpon","bicuar","stick"
"ABG-003","ABG-003_97",7.9,130,4.6,"Fabaceae","Julbernardia","paniculata",2017,"Julbernardia paniculata","bicuar","laser"
